Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000402,6.028433976631336,-0.1906824719463229,0.8749069662403499,-0.21794599803648104,0.8274711872335898,0.9786552003039658
ENSMUSG00000000409,46.96164879850708,1.717981250628956,0.9344386874867314,1.8385168268767238,0.06598628465587804,0.5298669786228489
ENSMUSG00000000411,0.1733247721964675,-0.7924339179736393,4.429545690206999,-0.17889733471438868,0.8580183156164847,
ENSMUSG00000000416,12.458740389462292,-0.35432736766379364,0.599936755555558,-0.5906078672170647,0.5547831923725521,0.922618121444701
ENSMUSG00000000420,1494.9893697580694,0.23065487518777708,0.1574203226598778,1.4652166333449195,0.14286182290741536,0.6821077721863729
ENSMUSG00000000435,0.40735009376928955,0.16935756231441795,3.520052394228222,0.048112227702096444,0.9616268011949334,
ENSMUSG00000000439,64.3761957773691,-0.36495203462923453,0.2790838309966394,-1.3076788910556023,0.19098224599873892,0.7415626193760537
ENSMUSG00000000440,52.936743834502465,0.0034634127657152073,0.3035086062799811,0.011411250600651082,0.9908953369231563,0.9982439825103646
ENSMUSG00000000441,161.60396272651857,-0.09807609895949904,0.18991559857295293,-0.5164193973346782,0.6055615209566793,0.931773453970573
ENSMUSG00000000486,41.315503222573135,1.3630017534030876,0.39169794424380844,3.4797265940070927,0.0005019257174884529,0.04295361823326649
ENSMUSG00000000489,41.579188065341,0.13516028484458936,0.3348704649083468,0.40361960521535506,0.6864924665850204,0.9534469234334262
ENSMUSG00000000530,119.31816243654113,0.0531864070817001,0.21954731883107925,0.242254869541914,0.8085826811959418,0.9738259482739267
ENSMUSG00000000531,13.601455740520322,-0.6305088803894207,0.6068022113655139,-1.0390681981375094,0.29877301999107475,0.8272698290669268
ENSMUSG00000000532,225.05143633094494,0.08301615091947862,0.18854738933089774,0.44029329291739255,0.6597246978378257,0.9477259414096664
ENSMUSG00000000538,228.3086472474159,0.08079214541644825,0.182164099951366,0.44351299426186636,0.6573947224352189,0.9477259414096664
ENSMUSG00000000544,0.0,,,,,
ENSMUSG00000000552,78.32478852096129,-0.4777973232253041,0.2755261254401781,-1.7341271084982568,0.08289553257260066,0.5672339855786406
ENSMUSG00000000555,66.40142992844078,0.38016760769936464,0.2760320575262561,1.3772588992247872,0.16843221758233362,0.7144886372689017
ENSMUSG00000000560,2.4885902584859676,-0.4123971345463577,1.2511442972881641,-0.32961596471344035,0.7416901580818254,
ENSMUSG00000000561,243.30420608336047,-0.03329694439110712,0.1674351429385455,-0.19886472939153674,0.8423685602911606,0.9816657603317493
ENSMUSG00000000562,1.9601169544780506,-1.1856741752588966,1.6326739218989945,-0.7262161533638121,0.46770627085702976,
ENSMUSG00000000563,1172.94516267164,-0.15693586104965598,0.12766797089331663,-1.2292500613234978,0.21897806455059243,0.7688786374561831
ENSMUSG00000000567,797.2079681934633,-0.15985997728169676,0.17449462031404456,-0.9161312652160319,0.3595980510933484,0.8525027956629934
ENSMUSG00000000568,553.9148815102186,-0.19367144486798543,0.13947484731764292,-1.3885761382259414,0.16496167750568658,0.7085020717204488
ENSMUSG00000000579,6.620615627140752,0.104652466991757,0.8089052693856132,0.1293754299205438,0.8970605883554361,0.989717454789314
ENSMUSG00000000581,115.27498013710893,-0.11918778439570232,0.22755052284194732,-0.5237860274154945,0.600427372822455,0.9310046375285651
ENSMUSG00000000594,292.7886215605911,0.15659653038325497,0.16086001696799146,0.9734956724169385,0.33030700999868,0.8395798559853798
ENSMUSG00000000600,131.4859006755314,0.14192298717757398,0.21703664721684665,0.6539125488598948,0.5131681486973461,0.9080953959352728
ENSMUSG00000000605,303.75511254209,0.18809693975780004,0.1638877939289956,1.147717808925374,0.2510850768526852,0.7972920462955282
ENSMUSG00000000606,0.0,,,,,
ENSMUSG00000000617,0.23402532157282205,1.1311402341444858,4.4295453114643095,0.25536260600313304,0.7984430496264243,
ENSMUSG00000000627,3.864437026567453,1.058248667589819,1.1289622396218864,0.9373640946080262,0.34857130367280886,
ENSMUSG00000000628,324.61844425777264,-0.2991283649643784,0.16572978882830408,-1.8049161051805545,0.07108781119330039,0.5426413032708248
ENSMUSG00000000631,511.4355703166175,-0.19790001088244158,0.13692605411934794,-1.4453057320263338,0.14837202854171866,0.6906316923134458
ENSMUSG00000000632,0.13254031883603126,-0.7924339179736393,4.429545690206999,-0.17889733471438868,0.8580183156164847,
ENSMUSG00000000673,3.882926454112491,1.344448261046592,1.0660104136004245,1.2611961795999256,0.2072381747552926,
ENSMUSG00000000682,87.82221235014715,1.1808262943499586,0.7480150140595473,1.5786130921911636,0.11442482982848008,0.6346754248185105
ENSMUSG00000000686,6.589255130592375,-0.46925490292199823,0.7911693408772177,-0.5931156311008042,0.5531037702070407,0.922618121444701
ENSMUSG00000000690,0.13254031883603126,-0.7924339179736393,4.429545690206999,-0.17889733471438868,0.8580183156164847,
ENSMUSG00000000693,15.440565759797375,0.6784230109789908,0.5658131507964145,1.199023052087198,0.23051898219591616,0.7762826579440599
ENSMUSG00000000701,0.0,,,,,
ENSMUSG00000000706,16.188606668534288,-1.3221719240093637,1.5431352178492126,-0.8568088581713386,0.3915505293412742,0.8645284961921966
ENSMUSG00000000708,767.6745765762598,0.15912438011127067,0.13726179891824586,1.1592765165932755,0.2463434907583988,0.7913677847337275
ENSMUSG00000000711,526.3811016891914,0.027942850929573177,0.13732694422004169,0.2034768274228821,0.8387623558648916,0.9803896536887812
ENSMUSG00000000724,0.0,,,,,
ENSMUSG00000000730,0.4379624745065249,0.944448934070529,3.1197791739490306,0.3027294181450161,0.7620960766953859,
ENSMUSG00000000731,0.1732313426164638,1.1311402341444858,4.4295453114643095,0.2553626060031331,0.7984430496264243,
ENSMUSG00000000732,46.79043231464601,0.8418142164596043,0.33865375422917154,2.485766674507135,0.012927269140596167,0.2743606548542696
ENSMUSG00000000738,153.67504662344638,-0.16828489396301166,0.19265728615532254,-0.8734935351852637,0.3823941284326271,0.8626085855864002
ENSMUSG00000000739,24.588287652875596,0.19253155829293156,0.46328574579586496,0.41557842010050894,0.6777185204254295,0.9520895236221725
ENSMUSG00000000740,2577.841641201995,-0.3249556644606514,0.13283368266508094,-2.446334829698093,0.014431690552974451,0.29070150941357015
ENSMUSG00000000743,253.91743845054668,-0.17335400918906568,0.16834332243893213,-1.0297646896683486,0.3031204801102152,0.8289041190122165
ENSMUSG00000000751,205.81369242199446,0.4609864677765484,0.19252742707292428,2.3943937483875426,0.016647866132863526,0.3082987897561743
ENSMUSG00000000753,293.1562967379287,-0.3521406949284347,0.16569490760662756,-2.125235470509714,0.03356696968864436,0.40391764923156503
ENSMUSG00000000759,126.3078540338564,0.1069913597078903,0.2107470218537771,0.5076767337766901,0.6116800675591231,0.9339177444205851
ENSMUSG00000000766,0.0,,,,,
ENSMUSG00000000776,80.35630373657095,-0.1417942855230331,0.251910505726852,-0.5628756336060929,0.5735195734002374,0.9264352738834432
ENSMUSG00000000782,91.99830331335352,1.6199725131804066,0.6926069109441649,2.33894939190262,0.0193380528219287,0.3286113537479428
ENSMUSG00000000787,2497.270137320737,0.04196888224532731,0.12219045853318461,0.34347102669992324,0.7312441339011204,0.9628327290605541
ENSMUSG00000000791,0.0,,,,,
ENSMUSG00000000792,14.435332847747796,-0.009714354008302374,1.2949909064548235,-0.00750148434238543,0.9940147375942066,0.99827803766733
ENSMUSG00000000794,9.596752042012335,1.3817197489649578,0.7671250977992135,1.8011661369559409,0.07167669799011127,0.5428722792004786
ENSMUSG00000000804,141.98998903085746,0.061710766156065876,0.20933309592385924,0.2947969879474383,0.7681489675111416,0.9690126784809109
ENSMUSG00000000805,16.80232872086315,0.47883674012748617,0.5222989753706555,0.9167866733563361,0.35925443731823925,0.8525027956629934
ENSMUSG00000000811,39.270258760767554,-0.5189875564640952,0.34961203900199506,-1.4844670622487735,0.13768505505200318,0.6739895653839115
ENSMUSG00000000817,0.764624305615622,0.5124482589108561,2.5088736734485266,0.2042543091484075,0.8381547732376543,
ENSMUSG00000000823,233.15579199165884,-0.041594167018848036,0.1807768725403772,-0.23008566546341716,0.8180252034092279,0.9764143855646142
ENSMUSG00000000826,608.929721985816,-0.06847387329412831,0.12846011785792422,-0.533036046019044,0.5940086283820869,0.9298783757232885
ENSMUSG00000000827,260.87756570383254,-0.11957851773279073,0.1579479758506066,-0.7570753413509571,0.449004726249163,0.8886634900383283
ENSMUSG00000000838,166.88271594147383,0.09941920520065836,0.24086361589705552,0.41276140786307,0.6797814288581865,0.9520895236221725
ENSMUSG00000000861,83.91279312255621,0.5090620445587789,0.2749039676920716,1.8517813650801687,0.06405722462031524,0.5225282763477963
ENSMUSG00000000869,2.609433179984584,1.2065182123278155,1.2881204028315476,0.9366501840011586,0.3489385288454151,
ENSMUSG00000000876,106.90149904722739,-0.2782396043316464,0.2185216118150453,-1.2732818599523503,0.20291804137009406,0.7535861924520636
ENSMUSG00000000881,175.89495182263488,0.0868518898870026,0.1992542016513189,0.4358848604808215,0.6629202699708036,0.9477259414096664
ENSMUSG00000000884,15.216878037767826,-0.5323622509684374,0.5263943256493376,-1.0113373663588374,0.31185498761320585,0.8319698687278546
ENSMUSG00000000889,0.23402532157282205,1.1311402341444858,4.4295453114643095,0.25536260600313304,0.7984430496264243,
ENSMUSG00000000901,18.825348429046265,-0.016141200544563035,0.5248761593481297,-0.03075239798395418,0.9754670033518401,0.997001260397185
ENSMUSG00000000902,141.41312800164562,0.20336571550891988,0.19297014706894475,1.0538713816508674,0.29194180693454164,0.8231685111019413
ENSMUSG00000000903,1.9204421824048776,-0.10265841489409193,1.666868620135029,-0.061587586240465564,0.9508912629207981,
ENSMUSG00000000915,242.28145388538178,0.07989955520919752,0.1757287504019484,0.45467548722927487,0.6493427184687388,0.945505962620556
ENSMUSG00000000916,35.718121408357774,0.183024227565992,0.38575179222532097,0.47446112047895805,0.6351711167547384,0.9434982556218309
ENSMUSG00000000934,36.690761102526594,-0.32420999277081747,0.37045109483810484,-0.8751762305156751,0.381478024312932,0.8626085855864002
ENSMUSG00000000938,0.0,,,,,
ENSMUSG00000000942,1.445647454055492,0.9769948863055069,1.823877328821452,0.535669187212727,0.5921872026107783,
ENSMUSG00000000948,4.311162191583749,-0.027161214511475896,1.0141984229406364,-0.026780967015037165,0.9786344338951,
ENSMUSG00000000957,251.41150882712657,-0.25517994917252546,0.20283295247786937,-1.2580793507917187,0.20836306032242824,0.7594778426249779
ENSMUSG00000000958,18.25342987353479,-0.12256459522119009,0.49897443838355243,-0.24563301402421128,0.8059663305441627,0.9734634677247966
ENSMUSG00000000959,280.47375401490666,-0.4174613418212981,0.1636343691037338,-2.5511837403586903,0.010735771032785769,0.24711688678024218
ENSMUSG00000000976,70.09726272336047,0.468985012428849,0.26074314137878346,1.7986475500329693,0.07207445058656632,0.5438344907895459
ENSMUSG00000000982,0.13254031883603126,-0.7924339179736393,4.429545690206999,-0.17889733471438868,0.8580183156164847,
ENSMUSG00000000983,1356.0636242655971,-0.07225584648486502,0.18919992330881952,-0.3819020918255141,0.7025339886304216,0.9558125106497432
ENSMUSG00000001014,0.0,,,,,
ENSMUSG00000001016,140.15318177402213,0.021799643331113956,0.22019291536266075,0.09900247378626895,0.9211363059584414,0.9917549475495572
ENSMUSG00000001017,464.2620382625558,-0.003680182900158579,0.15237481995261926,-0.024152172263783,0.9807312279929462,0.9978226893580574
ENSMUSG00000001018,138.82982577121803,-0.05923899529677363,0.20624694949160755,-0.28722361927192597,0.7739411023404098,0.9700136912622729
ENSMUSG00000001020,3.301174425457855,1.343105974503419,1.123597904606653,1.1953617650912325,0.2319457174308036,
ENSMUSG00000001021,0.0,,,,,
ENSMUSG00000001023,0.0,,,,,
ENSMUSG00000001025,216.876410671568,-0.3554283225537686,0.17724969394883675,-2.005240825162515,0.04493730755828326,0.4525922686681483
ENSMUSG00000001027,16.374873386379363,-0.5241380963217658,0.5428485030652425,-0.9655329127043242,0.33427795913912495,0.8432225779968626
ENSMUSG00000001029,15.105486444493527,0.7867405031766125,0.5633974576881914,1.3964218198727278,0.16258750816689604,0.7067559084205396
ENSMUSG00000001034,21.786622576230894,-0.33210938390758554,0.4558646639614129,-0.7285262714192238,0.4662914927106423,0.8932931293892143
ENSMUSG00000001036,125.61867814034565,-0.12868154086808883,0.21507650630904004,-0.5983058915937027,0.5496358461694612,0.9220835584901409
ENSMUSG00000001039,39.1799086835815,-0.08824303762484291,0.36084196947204483,-0.2445476000309861,0.8068067412649788,0.9737371479632864
ENSMUSG00000001052,195.6207437543578,0.2937214938084766,0.1800833050272448,1.6310312261541375,0.10288373079269741,0.6158693481264548
ENSMUSG00000001053,15.741348718333048,0.26871351654971215,0.571554643893908,0.47014492738438984,0.638251477627825,0.9443290341425032
ENSMUSG00000001054,48.546379826314904,0.5834676251067177,0.3057907458002719,1.9080617484997773,0.05638323588584328,0.5033425221010793
ENSMUSG00000001056,119.36231410613557,0.020285169196808627,0.21090959258460343,0.09617945276088624,0.9233780494723529,0.9917549475495572
ENSMUSG00000001062,106.25450579346904,0.28788947959767097,0.22368070389323744,1.2870554973534074,0.1980749452713504,0.7496362010155896
ENSMUSG00000001065,44.08748029521981,0.17100464286574477,0.32243609169264814,0.5303520519928316,0.5958678634411746,0.9299106111587812
ENSMUSG00000001076,0.0,,,,,
ENSMUSG00000001082,164.55268667840625,-0.5313585011607959,0.2116280404381969,-2.510813312170567,0.01204533791990503,0.2630121487487346
ENSMUSG00000001089,425.2436288563201,0.12452044475922336,0.1569958937256928,0.7931445963598808,0.42769358252170553,0.8819314946291483
ENSMUSG00000001095,5.875621222966594,-0.6220529939218075,0.8758634407283467,-0.710216872854658,0.47756965921648054,0.8952210778693106
ENSMUSG00000001098,78.06582077394262,0.1794467417140396,0.2540533926810844,0.7063347582974449,0.4799799828183162,0.8963348466911841
ENSMUSG00000001100,383.5862818725352,-0.021197393040229977,0.15080678703347003,-0.14055994068440322,0.8882175966672534,0.9890220036098081
ENSMUSG00000001103,0.0,,,,,
ENSMUSG00000001105,664.8755023285202,-0.4781793140100158,0.13763948586223476,-3.474143419052233,0.0005124870284235434,0.04358670541740482
ENSMUSG00000001119,616.3635117832354,-0.15002908079243202,0.16134281094171496,-0.9298776928253095,0.3524344139885238,0.8513583830946786
ENSMUSG00000001120,22.607249741982884,0.44632112137693725,0.4751013606610105,0.9394229491491433,0.34751363491034504,0.8487654284562725
ENSMUSG00000001123,68.82830122615398,0.14912171489273632,0.295545074481472,0.5045650486795202,0.6138643635602071,0.9342732006539638
ENSMUSG00000001127,335.05434363638074,-0.16676494962653357,0.14883511830638194,-1.120467746619064,0.2625144895482948,0.8100103958689093
ENSMUSG00000001128,75.23999955152982,-0.10815200259026131,0.2905760570015699,-0.37219860337521543,0.7097449858652765,0.958234186517819
ENSMUSG00000001131,5.739729600207633,0.7859958602619082,0.9389640514923587,0.837088341148601,0.402542913331997,
ENSMUSG00000001134,34.204348116139094,-0.3978599783078761,0.39374774160312603,-1.0104438356598753,0.31228269506438433,0.8320475666928631
ENSMUSG00000001138,129.04856809200666,-0.05657660076121102,0.2132208195330428,-0.26534276007903324,0.7907454268764988,0.9714911676642001
ENSMUSG00000001143,62.1217644888167,0.2725322879787128,0.30539409116780997,0.8923954191011507,0.37218102560921806,0.8588743752113928
ENSMUSG00000001150,131.74716108480536,0.3381715847587501,0.21134652699385928,1.6000811064597042,0.109580591774134,0.6279471956694825
ENSMUSG00000001151,130.0691505533508,0.13687552687792218,0.20084613905274545,0.6814944390938799,0.49555868426230876,0.9016941058040252
ENSMUSG00000001155,0.0,,,,,
ENSMUSG00000001156,76.39377740813468,-0.1590799138744676,0.27228528134116103,-0.5842398571487517,0.5590589494183119,0.9235868351421465
ENSMUSG00000001157,106.65981904928147,-0.0034211983161330545,0.24605024326701594,-0.01390447036632408,0.9889061952385434,0.9982439825103646
ENSMUSG00000001158,201.53880547302947,-0.4241512618238442,0.199397698258062,-2.1271622768428573,0.033406602273327875,0.4033734595647614
ENSMUSG00000001166,3.3261435559442654,-0.5109034466587793,1.1491900325187547,-0.44457699092551206,0.6566254784724345,
ENSMUSG00000001168,0.0,,,,,
ENSMUSG00000001173,96.27805275811461,0.011282600378218105,0.2519980945138525,0.044772562268711485,0.9642885952917701,0.9954837669144032
ENSMUSG00000001175,2473.455461944469,-0.08358614727979378,0.12697441397221554,-0.6582912625065083,0.5103509913876747,0.9060408140931655
ENSMUSG00000001211,281.8363238569826,-0.014911290414202536,0.18372022693613502,-0.08116303067373203,0.9353122997323934,0.9921710888767179
ENSMUSG00000001225,0.1732313426164638,1.1311402341444858,4.4295453114643095,0.2553626060031331,0.7984430496264243,
ENSMUSG00000001227,14.755406973251972,-0.1438410250030307,0.5245122913066715,-0.27423766303872904,0.7839019862340109,0.9708754445955742
ENSMUSG00000001228,49.820323510124375,0.8512962863825109,0.34640788615421847,2.4574968423308916,0.013990904069035213,0.28685517301066543
ENSMUSG00000001229,153.588271308453,0.044942850867071296,0.19045752320915132,0.23597309315903062,0.8134535491853633,0.9750393157766961
ENSMUSG00000001240,53.723471820732804,-0.15125962404945642,0.3364312390134923,-0.44960041312748095,0.6529985901568512,0.9457122789566096
ENSMUSG00000001247,68.79172987342305,-0.03155291224374845,0.2675362755121626,-0.11793881851477747,0.9061161351456974,0.9905368341343356
ENSMUSG00000001248,365.09181724293126,-0.052299939392544,0.15213315267615274,-0.3437773981051676,0.731013699102563,0.9628053480771545
ENSMUSG00000001249,67.85654618322054,-0.30170028101175467,0.26443962148212286,-1.1409042235077878,0.25390978166993994,0.8012755318022062
ENSMUSG00000001260,0.0,,,,,
ENSMUSG00000001270,56.53524137793314,0.07330493661853375,0.28376457297612157,0.2583301215148597,0.7961521413824117,0.9729571940730445
ENSMUSG00000001280,540.9371530369059,0.013805772154328107,0.15981251599882382,0.08638730244650997,0.9311585403753061,0.9921710888767179
ENSMUSG00000001281,52.713242702852,1.136355255115657,0.34536301465205166,3.2903212182709227,0.0010007307192652268,0.06371701077851369
ENSMUSG00000001285,61.26206582650656,-0.07097018870405263,0.3339363046379878,-0.21252612464820103,0.8316965987404085,0.9788270820780358
ENSMUSG00000001288,118.97810975572868,-0.06216250228931133,0.21713871016184108,-0.2862801489563028,0.774663560995911,0.9702191901465049
ENSMUSG00000001289,606.4345897044385,-0.46208616987730816,0.14462622983758855,-3.1950370993990425,0.0013981286689716864,0.07960089587228056
